  225,20150101,  139,  180,  110
  225,20150102,  153,  190,  130
  225,20150103,   99,  140,   70
  225,20150104,   79,  100,   50
  225,20150105,   74,  100,   50
  225,20150106,   59,   90,   30
  225,20150107,  101,  140,   60
  225,20150108,  118,  160,   80
  225,20150109,  152,  200,  100
  225,20150110,  170,  200,  140
  225,20150111,  164,  180,  140
  225,20150112,  162,  200,  140
  225,20150113,  115,  180,   50
  225,20150114,  124,  160,   90
  225,20150115,  158,  200,  130
  225,20150116,  108,  170,   60
  225,20150117,  106,  160,   80
  225,20150118,   53,  120,    0
  225,20150119,   23,   30,   10
  225,20150120,   38,   60,   20
  225,20150121,   44,   60,   30
  225,20150122,   69,   90,   50
  225,20150123,   42,  120,   10
  225,20150124,   98,  140,   70
  225,20150125,   56,   80,   40
  225,20150126,   93,  120,   70
  225,20150127,   71,  100,   40
  225,20150128,  154,  200,   70
  225,20150129,  125,  180,   50
  225,20150130,   73,  130,   20
  225,20150131,   65,   80,   40
  225,20150201,   73,  120,   10
  225,20150202,   88,  120,   50
  225,20150203,   42,   70,   10
  225,20150204,   44,   80,   10
  225,20150205,   65,  100,   20
  225,20150206,   82,  110,   50
  225,20150207,   59,  110,   10
  225,20150208,   93,  140,   40
  225,20150209,   69,   90,   50
  225,20150210,   40,   70,   30
  225,20150211,   26,   30,   10
  225,20150212,   25,   40,   10
  225,20150213,   56,   80,   40
  225,20150214,   51,   60,   40
  225,20150215,   71,  120,   20
  225,20150216,   27,   60,   10
  225,20150217,   49,   70,   20
  225,20150218,   73,   90,   50
  225,20150219,  113,  140,   80
  225,20150220,   80,  140,   20
  225,20150221,   60,   80,   30
  225,20150222,   89,  150,   50
  225,20150223,  114,  160,   70
  225,20150224,  116,  160,   80
  225,20150225,   65,  110,   10
  225,20150226,   76,  100,   40
  225,20150227,   73,  100,   60
  225,20150228,  107,  150,   60
  225,20150301,  134,  160,  110
  225,20150302,  140,  190,  120
  225,20150303,  111,  160,   70
  225,20150304,  115,  130,   70
  225,20150305,   60,   80,   40
  225,20150306,   73,  100,   60
  225,20150307,  105,  130,   90
  225,20150308,   73,  100,   40
  225,20150309,   52,   90,   20
  225,20150310,   54,   80,   40
  225,20150311,   29,   40,   10
  225,20150312,   46,   70,   20
  225,20150313,   74,  110,   50
  225,20150314,   79,   90,   60
  225,20150315,   82,   90,   70
  225,20150316,   52,   70,   20
  225,20150317,   36,   50,   20
  225,20150318,   69,   80,   40
  225,20150319,   60,   80,   50
  225,20150320,   43,   80,   20
  225,20150321,   98,  120,   60
  225,20150322,   59,   90,   30
  225,20150323,   59,   70,   40
  225,20150324,   47,   70,   20
  225,20150325,   51,   90,   30
  225,20150326,   88,  130,   40
  225,20150327,   95,  140,   40
  225,20150328,  104,  160,   40
  225,20150329,  147,  200,   90
  225,20150330,  139,  170,   90
  225,20150331,  180,  220,  160
  225,20150401,  147,  190,  110
  225,20150402,  110,  150,   70
  225,20150403,   40,   80,   20
  225,20150404,   73,  100,   50
  225,20150405,   46,   60,   30
  225,20150406,   46,   70,   10
  225,20150407,   38,   60,    0
  225,20150408,   28,   50,   10
  225,20150409,   35,   60,   10
  225,20150410,   29,   40,   20
  225,20150411,   84,  130,   40
  225,20150412,  100,  160,   60
  225,20150413,   53,   90,   20
  225,20150414,   61,   90,   30
  225,20150415,   60,   80,   30
  225,20150416,   58,   80,   40
  225,20150417,   67,  110,   40
  225,20150418,   66,  100,   50
  225,20150419,   41,   70,   20
  225,20150420,   66,   90,   30
  225,20150421,   70,  100,   30
  225,20150422,   68,   90,   40
  225,20150423,   35,   60,   10
  225,20150424,   48,  100,   20
  225,20150425,   84,  100,   70
  225,20150426,   56,   70,   40
  225,20150427,   66,   90,   20
  225,20150428,   85,  120,   20
  225,20150429,   83,  130,   50
  225,20150430,   92,  120,   60
  225,20150501,   69,   90,   40
  225,20150502,   55,   90,   20
  225,20150503,   87,  130,   40
  225,20150504,   84,  130,   10
  225,20150505,  118,  190,   60
  225,20150506,  149,  190,  110
  225,20150507,   80,  150,   30
  225,20150508,   38,   70,   10
  225,20150509,  122,  160,   50
  225,20150510,   33,   80,   10
  225,20150511,   67,  100,   50
  225,20150512,   75,  100,   40
  225,20150513,   57,   80,   40
  225,20150514,   57,  100,   20
  225,20150515,   57,   70,   30
  225,20150516,   83,  110,   40
  225,20150517,   71,   80,   50
  225,20150518,  108,  180,   60
  225,20150519,  117,  140,   90
  225,20150520,   79,  100,   60
  225,20150521,   60,   90,   40
  225,20150522,   65,   80,   40
  225,20150523,   67,  100,   30
  225,20150524,   40,   60,   20
  225,20150525,   60,   80,   30
  225,20150526,   55,   70,   30
  225,20150527,   62,  130,   40
  225,20150528,   78,  130,   10
  225,20150529,  109,  160,   50
  225,20150530,   93,  120,   50
  225,20150531,   94,  150,   50
  225,20150601,   85,  100,   50
  225,20150602,  173,  200,  130
  225,20150603,   73,  130,   10
  225,20150604,   50,   80,   20
  225,20150605,   50,   90,   20
  225,20150606,   89,  100,   70
  225,20150607,   57,   70,   40
  225,20150608,   80,  120,   50
  225,20150609,   75,   90,   50
  225,20150610,   78,  110,   50
  225,20150611,   92,  110,   70
  225,20150612,   67,   90,   40
  225,20150613,  105,  160,   30
  225,20150614,   42,   90,   10
  225,20150615,   73,  100,   50
  225,20150616,   43,   60,   20
  225,20150617,   73,  120,   30
  225,20150618,   83,  100,   60
  225,20150619,   81,  100,   50
  225,20150620,   47,   80,   20
  225,20150621,   52,   80,   20
  225,20150622,   65,   80,   40
  225,20150623,   91,  120,   50
  225,20150624,   60,  100,   30
  225,20150625,   37,   60,   10
  225,20150626,   48,  100,   20
  225,20150627,   64,   90,   20
  225,20150628,   46,   70,   20
  225,20150629,   33,   60,    0
  225,20150630,   48,   80,   20
  225,20150701,   63,   80,   50
  225,20150702,   44,   70,   20
  225,20150703,   49,   80,   10
  225,20150704,   65,   90,   40
  225,20150705,   61,  140,   20
  225,20150706,   70,  100,   30
  225,20150707,   74,  160,   10
  225,20150708,  114,  140,   70
  225,20150709,   83,  120,   30
  225,20150710,   53,   90,   30
  225,20150711,   44,   80,   20
  225,20150712,  101,  140,   60
  225,20150713,   95,  120,   70
  225,20150714,   62,  120,   20
